STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30162,W,18th (54th/Cermak-bound),18th,18th (Pink Line),40830,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.857908, -87.669147)"
30213,N,35-Bronzeville-IIT (Harlem-bound),35th-Bronzeville-IIT,35th-Bronzeville-IIT (Green Line),41120,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.831677, -87.625826)"
30023,S,35th/Archer (Midway-bound),35th/Archer,35th/Archer (Orange Line),40120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.829353, -87.680622)"
30246,S,43rd (63rd-bound),43rd,43rd (Green Line),41270,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.816462, -87.619021)"
30209,N,47th (Harlem-bound),47th,47th (Green Line),41080,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.809209, -87.618826)"
30238,S,47th (95th-bound),47th,47th (Red Line),41230,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.810318, -87.63094)"
30024,N,51st (Harlem-bound),51st,51st (Green Line),40130,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.80209, -87.618487)"
30113,E,54th/Cermak (Loop-bound),54th/Cermak,54th/Cermak (Pink Line),40580,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.85177331, -87.75669201)"
30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.780536, -87.630952)"
30191,N,69th (Howard-bound),69th,69th (Red Line),40990,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.768367, -87.625724)"
30046,N,79th (Howard-bound),79th,79th (Red Line),40240,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.750419, -87.625112)"
30275,N,87th (Howard-bound),87th,87th (Red Line),41430,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.735372, -87.624717)"
30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),40450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.722377, -87.624342)"
30131,N,Adams/Wabash (Outer Loop),Adams/Wabash,Adams/Wabash (Brown; Green; Orange; Pink; Purple),40680,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.879507, -87.626037)"
30240,S,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.94738, -87.71906)"
30277,N,Addison (Kimball-bound),Addison,Addison (Brown Line),41440,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.947028, -87.674642)"
30273,N,Addison (Howard-bound),Addison,Addison (Red Line),41420,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.947428, -87.653626)"
30230,S,Argyle (95th-bound),Argyle,Argyle (Red Line),41200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.975729, -87.658632)"
30127,N,Armitage (Kimball-Linden-bound),Armitage,Armitage (Brown & Purple lines),40660,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.918217, -87.652644)"
30033,W,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink lines),40170,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.885269, -87.666969)"
30205,N,Ashland (Loop-bound),Ashland,Ashland (Orange Line),41060,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.839234, -87.665317)"
30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,Ashland/63rd (Green Line),40290,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.77886, -87.663766)"
30002,W,Austin (Forest Pk-bound),Austin,Austin (Blue Line),40010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.870851, -87.776812)"
30244,W,Austin (Harlem-bound),Austin,Austin (Green Line),41260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887293, -87.774135)"
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,Belmont (Blue Line),40060,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.938132, -87.712359)"
30255,N,Belmont (Howard-bound),Belmont,Belmont (Red; Brown; Purple),41320,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30268,S,Bryn Mawr (95th-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.983504, -87.65884)"
30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.921939, -87.69689)"
30266,W,California (Harlem-bound),California,California (Green Line),41360,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88422, -87.696234)"
30087,W,California (54th/Cermak-bound),California,California (Pink Line),40440,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854109, -87.694774)"
30242,S,Central (Howard-Loop-bound),Central,Central (Purple Line),41250,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.063987, -87.685617)"
30054,E,Central (63rd-bound),Central,Central (Green Line),40280,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887389, -87.76565)"
30152,W,Central Park (54th/Cermak-bound),Central Park,Central Park (Pink Line),40780,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853839, -87.714842)"
30194,S,Cermak-Chinatown (95th-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.853206, -87.630968)"
30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.853115, -87.626402)"
30272,S,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.896075, -87.655214)"
30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple lines),40710,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.895954, -87.635690)"
30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.896671, -87.628176)"
30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.871574, -87.745154)"
30083,W,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.85182, -87.745336)"
30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886519, -87.744698)"
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.90392, -87.631412)"
30074,E,Clark/Lake (Inner Loop),Clark/Lake,Clark/Lake (Blue; Brown; Green; Orange; Purple; Pink),40380,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.885737, -87.630886)"
30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875539, -87.640984)"
30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink lines),41160,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.885678, -87.641782)"
30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884904, -87.716523)"
30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.780309, -87.605857)"
30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.984246, -87.838028)"
30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.909744, -87.677437)"
30041,W,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854517, -87.675975)"
30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966286, -87.678639)"
30388,W,Damen (63rd-bound),Damen,Damen (Green Line),41710,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88497405, -87.67689149)"
30010,N,Davis (Linden-bound),Davis,Davis (Purple Line),40050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.04771, -87.683543)"
30133,N,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.041655, -87.681602)"
30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(42.038951, -87.751919)"
30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple lines),40530,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.932732, -87.653131)"
30063,S,Division (Forest Pk-bound),Division,Division (Blue Line),40320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.903355, -87.666496)"
30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.874257, -87.817318)"
30101,N,Foster (Linden-bound),Foster,Foster (Purple Line),40520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.05416, -87.68356)"
30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966046, -87.701644)"
30236,S,Fullerton (Loop-bound),Fullerton,Fullerton (Red; Brown; Purple),41220,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.925051, -87.652866)"
30100,S,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.795172, -87.618327)"
30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.79542, -87.631157)"
30095,N,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.891189, -87.647578)"
30065,S,Grand/State (95th-bound),Grand,Grand (Red Line),40330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.891665, -87.628021)"
30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.993664, -87.659202)"
30215,N,Halsted (Loop-bound),Halsted,Halsted (Orange Line),41130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.84678, -87.648088)"
30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.778943, -87.644244)"
30189,E,Harlem (Forest Park Branch),Harlem,Harlem (Blue Line - Forest Park Branch),40980,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.87349, -87.806961)"
30146,S,Harlem (O'Hare Branch),Harlem,Harlem (Blue Line - O'Hare Branch),40750,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.98227, -87.8089)"
30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886848, -87.803176)"
