STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30166,W,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,Harold Washington Library-State/Van Buren (Brown; Orange; Purple; Pink),40850,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.876862, -87.628196)"
30285,N,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.874039, -87.627479)"
30174,S,Howard (95th-Bound),Howard,Howard (Red; Purple; Yellow),40900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"(42.019063, -87.672892)"
30157,E,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875706, -87.673932)"
30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.821732, -87.621371)"
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.952925, -87.729229)"
30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.954521, -87.674868)"
30014,N,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.878183, -87.629296)"
30109,N,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.878153, -87.627596)"
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.015876, -87.669092)"
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.970634, -87.760892)"
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.965996, -87.708821)"
30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.804236, -87.704406)"
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884321, -87.706155)"
30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853964, -87.705408)"
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.874341, -87.70604)"
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.967901, -87.713065)"
30217,E,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.78013, -87.615546)"
30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853751, -87.733258)"
30289,N,Lake (Howard-bound),Lake,Lake (Red Line),41660,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884809, -87.627813)"
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887163, -87.754986)"
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875568, -87.631722)"
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,LaSalle/Van Buren (Brown; Orange; Purple; Pink),40160,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.8768, -87.631739)"
30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.073153, -87.69073)"
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.929728, -87.708541)"
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.001073, -87.661061)"
30053,S,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.033456, -87.679538)"
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple lines),40460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.888969, -87.633924)"
30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.78661, -87.737875)"
30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.880703, -87.629378)"
30212,S,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.880745, -87.627696)"
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.961539, -87.743574)"
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.961756, -87.675047)"
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink lines),41510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.885586, -87.652193)"
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.008362, -87.665909)"
30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.910655, -87.649177)"
30079,S,f (Howard-Loop-bound),Noyes,Noyes (Purple Line),40400,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.058282, -87.683337)"
30172,S,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.97766526, -87.90422307)"
30264,W,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886988, -87.793783)"
30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.872108, -87.791602)"
30298,S,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(42.02624348, -87.74722084)"
30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.943623, -87.670907)"
30199,E,Polk (Loop-bound),Polk,Polk (Pink Line),41030,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.871551, -87.66953)"
30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.873797, -87.725663)"
30028,E,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),40150,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853732, -87.724311)"
30006,W,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.885412, -87.725404)"
30186,S,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.799756, -87.724493)"
30007,N,Quincy (Inner Loop),Quincy,Quincy (Brown; Orange; Purple; Pink),40040,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.878723, -87.63374)"
30093,W,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.87592, -87.659458)"
30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887159, -87.783661)"
30196,S,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966115, -87.6941)"
30270,S,Roosevelt (95th-bound),Roosevelt,Roosevelt (Red; Orange; Green),41400,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.867368, -87.627402)"
30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.983507, -87.859388)"
30156,S,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple lines),40800,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.910409, -87.639302)"
30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.953775, -87.654929)"
30163,N,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),40840,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.027612, -87.678329)"
30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.943744, -87.663619)"
30037,S,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.831191, -87.630636)"
30051,W,State/Lake (Outer Loop),State/Lake,State/Lake (Brown; Green; Orange; Pink; Purple),40260,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.88574, -87.627835)"
30169,N,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.990259, -87.659076)"
30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875474, -87.649707)"
30073,S,Washington (Forest Pk-bound),Washington,Washington (Blue Line),40370,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.883164, -87.62944)"
30383,N,Washington/Wabash (Outer Loop),Washington/Wabash,Washington/Wabash (Brown; Green; Orange; Purple; Pink),41700,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.88322, -87.626189)"
30142,S,Washington/Wells (Outer Loop),Washington/Wells,Washington/Wells (Brown; Orange; Purple; Pink),40730,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.882695, -87.63378)"
30232,S,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple lines),41210,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.936033, -87.653266)"
30042,E,Western (Forest Park Branch),Western,Western (Blue Line - Forest Park Branch),40220,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875478, -87.688436)"
30130,S,Western (O'Hare Branch),Western,Western (Blue Line - O'Hare Branch),40670,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.916157, -87.687364)"
30061,S,Western (Midway-bound),Western,Western (Orange Line),40310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.804546, -87.684019)"
30143,E,Western (Loop-bound),Western,Western (Pink Line),40740,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854225, -87.685129)"
30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966163, -87.688502)"
30105,N,Wilson (Howard-bound),Wilson,Wilson (Red & Purple lines),40540,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.964273, -87.657588)"
